CHR,START1,STOP1,START2,STOP2
chr8,36000000,38000000,38000000,40000000
chr8,38000000,40000000,38000000,40000000
chr8,38000000,40000000,40000000,42000000
chr8,40000000,42000000,40000000,42000000
chr8,40000000,42000000,42000000,44000000
chr8,42000000,44000000,42000000,44000000
chr8,42000000,44000000,44000000,46000000
chr8,44000000,46000000,44000000,46000000
chr8,44000000,46000000,46000000,48000000
chr8,46000000,48000000,46000000,48000000
chr8,46000000,48000000,48000000,50000000
chr8,48000000,50000000,48000000,50000000
chr8,48000000,50000000,50000000,52000000
chr8,50000000,52000000,50000000,52000000
chr8,50000000,52000000,52000000,54000000
chr8,52000000,54000000,52000000,54000000
chr8,52000000,54000000,54000000,56000000
chr8,54000000,56000000,54000000,56000000
chr8,54000000,56000000,56000000,58000000
chr8,56000000,58000000,56000000,58000000
chr8,56000000,58000000,58000000,60000000
chr8,58000000,60000000,58000000,60000000
chr8,58000000,60000000,60000000,62000000
chr8,60000000,62000000,60000000,62000000
chr8,60000000,62000000,62000000,64000000
chr8,62000000,64000000,62000000,64000000
chr8,62000000,64000000,64000000,66000000
chr8,64000000,66000000,64000000,66000000
chr8,64000000,66000000,66000000,68000000
chr8,66000000,68000000,66000000,68000000
chr8,66000000,68000000,68000000,70000000
chr8,68000000,70000000,68000000,70000000
chr8,68000000,70000000,70000000,72000000
chr8,70000000,72000000,70000000,72000000
chr8,70000000,72000000,72000000,74000000
chr8,72000000,74000000,72000000,74000000
chr8,72000000,74000000,74000000,76000000
chr8,74000000,76000000,74000000,76000000
chr8,74000000,76000000,76000000,78000000
chr8,76000000,78000000,76000000,78000000
chr8,76000000,78000000,78000000,80000000
chr8,78000000,80000000,78000000,80000000
chr8,78000000,80000000,80000000,82000000
chr8,80000000,82000000,80000000,82000000
chr8,80000000,82000000,82000000,84000000
chr8,82000000,84000000,82000000,84000000
chr8,82000000,84000000,84000000,86000000
chr8,84000000,86000000,84000000,86000000
chr8,84000000,86000000,86000000,88000000
chr8,86000000,88000000,86000000,88000000
chr8,86000000,88000000,88000000,90000000
chr8,88000000,90000000,88000000,90000000
chr8,88000000,90000000,90000000,92000000
chr8,90000000,92000000,90000000,92000000
chr8,90000000,92000000,92000000,94000000
chr8,92000000,94000000,92000000,94000000
chr8,92000000,94000000,94000000,96000000
chr8,94000000,96000000,94000000,96000000
chr8,94000000,96000000,96000000,98000000
chr8,96000000,98000000,96000000,98000000
chr8,96000000,98000000,98000000,100000000
chr8,98000000,100000000,98000000,100000000
chr8,98000000,100000000,100000000,102000000
chr8,100000000,102000000,100000000,102000000
chr8,100000000,102000000,102000000,104000000
chr8,102000000,104000000,102000000,104000000
chr8,102000000,104000000,104000000,106000000
chr8,104000000,106000000,104000000,106000000
chr8,104000000,106000000,106000000,108000000
chr8,106000000,108000000,106000000,108000000
chr8,106000000,108000000,108000000,110000000
chr8,108000000,110000000,108000000,110000000
chr8,108000000,110000000,110000000,112000000
chr8,110000000,112000000,110000000,112000000
chr8,110000000,112000000,112000000,114000000
chr8,112000000,114000000,112000000,114000000
chr8,112000000,114000000,114000000,116000000
chr8,114000000,116000000,114000000,116000000
chr8,114000000,116000000,116000000,118000000
chr8,116000000,118000000,116000000,118000000
chr8,116000000,118000000,118000000,120000000
chr8,118000000,120000000,118000000,120000000
chr8,118000000,120000000,120000000,122000000
chr8,120000000,122000000,120000000,122000000
chr8,120000000,122000000,122000000,124000000
chr8,122000000,124000000,122000000,124000000
chr8,122000000,124000000,124000000,126000000
chr8,124000000,126000000,124000000,126000000
chr8,124000000,126000000,126000000,128000000
chr8,126000000,128000000,126000000,128000000
chr8,126000000,128000000,128000000,130000000
chr8,128000000,130000000,128000000,130000000
chr8,128000000,130000000,130000000,132000000
chr8,130000000,132000000,130000000,132000000
chr8,130000000,132000000,132000000,134000000
chr8,132000000,134000000,132000000,134000000
chr8,132000000,134000000,134000000,136000000
chr8,134000000,136000000,134000000,136000000
chr8,134000000,136000000,136000000,138000000
chr8,136000000,138000000,136000000,138000000
chr8,136000000,138000000,138000000,140000000
chr8,138000000,140000000,138000000,140000000
chr8,138000000,140000000,140000000,142000000
chr8,140000000,142000000,140000000,142000000
chr8,140000000,142000000,142000000,144000000
chr8,142000000,144000000,142000000,144000000
chr9,0,2000000,0,2000000
chr9,0,2000000,2000000,4000000
chr9,2000000,4000000,2000000,4000000
chr9,2000000,4000000,4000000,6000000
chr9,4000000,6000000,4000000,6000000
chr9,4000000,6000000,6000000,8000000
chr9,6000000,8000000,6000000,8000000
chr9,6000000,8000000,8000000,10000000
chr9,8000000,10000000,8000000,10000000
chr9,8000000,10000000,10000000,12000000
chr9,10000000,12000000,10000000,12000000
chr9,10000000,12000000,12000000,14000000
chr9,12000000,14000000,12000000,14000000
chr9,12000000,14000000,14000000,16000000
chr9,14000000,16000000,14000000,16000000
chr9,14000000,16000000,16000000,18000000
chr9,16000000,18000000,16000000,18000000
chr9,16000000,18000000,18000000,20000000
chr9,18000000,20000000,18000000,20000000
chr9,18000000,20000000,20000000,22000000
chr9,20000000,22000000,20000000,22000000
chr9,20000000,22000000,22000000,24000000
chr9,22000000,24000000,22000000,24000000
chr9,22000000,24000000,24000000,26000000
chr9,24000000,26000000,24000000,26000000
chr9,24000000,26000000,26000000,28000000
chr9,26000000,28000000,26000000,28000000
chr9,26000000,28000000,28000000,30000000
chr9,28000000,30000000,28000000,30000000
chr9,28000000,30000000,30000000,32000000
chr9,30000000,32000000,30000000,32000000
chr9,30000000,32000000,32000000,34000000
chr9,32000000,34000000,32000000,34000000
chr9,32000000,34000000,34000000,36000000
chr9,34000000,36000000,34000000,36000000
chr9,34000000,36000000,36000000,38000000
chr9,36000000,38000000,36000000,38000000
chr9,36000000,38000000,38000000,40000000
chr9,38000000,40000000,38000000,40000000
chr9,38000000,40000000,40000000,42000000
chr9,40000000,42000000,40000000,42000000
chr9,40000000,42000000,42000000,44000000
chr9,42000000,44000000,42000000,44000000
chr9,42000000,44000000,44000000,46000000
chr9,44000000,46000000,44000000,46000000
chr9,60000000,62000000,60000000,62000000
chr9,60000000,62000000,62000000,64000000
chr9,62000000,64000000,62000000,64000000
chr9,62000000,64000000,64000000,66000000
chr9,64000000,66000000,64000000,66000000
chr9,64000000,66000000,66000000,68000000
chr9,66000000,68000000,66000000,68000000
chr9,66000000,68000000,68000000,70000000
chr9,68000000,70000000,68000000,70000000
chr9,68000000,70000000,70000000,72000000
chr9,70000000,72000000,70000000,72000000
chr9,70000000,72000000,72000000,74000000
chr9,72000000,74000000,72000000,74000000
chr9,72000000,74000000,74000000,76000000
chr9,74000000,76000000,74000000,76000000
chr9,74000000,76000000,76000000,78000000
chr9,76000000,78000000,76000000,78000000
chr9,76000000,78000000,78000000,80000000
chr9,78000000,80000000,78000000,80000000
chr9,78000000,80000000,80000000,82000000
chr9,80000000,82000000,80000000,82000000
chr9,80000000,82000000,82000000,84000000
chr9,82000000,84000000,82000000,84000000
chr9,82000000,84000000,84000000,86000000
chr9,84000000,86000000,84000000,86000000
chr9,84000000,86000000,86000000,88000000
chr9,86000000,88000000,86000000,88000000
chr9,86000000,88000000,88000000,90000000
chr9,88000000,90000000,88000000,90000000
chr9,88000000,90000000,90000000,92000000
chr9,90000000,92000000,90000000,92000000
chr9,90000000,92000000,92000000,94000000
chr9,92000000,94000000,92000000,94000000
chr9,92000000,94000000,94000000,96000000
chr9,94000000,96000000,94000000,96000000
chr9,94000000,96000000,96000000,98000000
chr9,96000000,98000000,96000000,98000000
chr9,96000000,98000000,98000000,100000000
chr9,98000000,100000000,98000000,100000000
chr9,98000000,100000000,100000000,102000000
chr9,100000000,102000000,100000000,102000000
chr9,100000000,102000000,102000000,104000000
chr9,102000000,104000000,102000000,104000000
chr9,102000000,104000000,104000000,106000000
chr9,104000000,106000000,104000000,106000000
chr9,104000000,106000000,106000000,108000000
chr9,106000000,108000000,106000000,108000000
chr9,106000000,108000000,108000000,110000000
chr9,108000000,110000000,108000000,110000000
chr9,108000000,110000000,110000000,112000000
chr9,110000000,112000000,110000000,112000000
chr9,110000000,112000000,112000000,114000000
chr9,112000000,114000000,112000000,114000000
chr9,112000000,114000000,114000000,116000000
chr9,114000000,116000000,114000000,116000000
chr9,114000000,116000000,116000000,118000000
chr9,116000000,118000000,116000000,118000000
chr9,116000000,118000000,118000000,120000000
chr9,118000000,120000000,118000000,120000000
chr9,118000000,120000000,120000000,122000000
chr9,120000000,122000000,120000000,122000000
chr9,120000000,122000000,122000000,124000000
chr9,122000000,124000000,122000000,124000000
chr9,122000000,124000000,124000000,126000000
chr9,124000000,126000000,124000000,126000000
chr9,124000000,126000000,126000000,128000000
chr9,126000000,128000000,126000000,128000000
chr9,126000000,128000000,128000000,130000000
chr9,128000000,130000000,128000000,130000000
chr9,128000000,130000000,130000000,132000000
chr9,130000000,132000000,130000000,132000000
chr9,130000000,132000000,132000000,134000000
chr9,132000000,134000000,132000000,134000000
chr9,132000000,134000000,134000000,136000000
chr9,134000000,136000000,134000000,136000000
chr9,134000000,136000000,136000000,138000000
chr9,136000000,138000000,136000000,138000000
chr10,0,2000000,0,2000000
chr10,0,2000000,2000000,4000000
chr10,2000000,4000000,2000000,4000000
chr10,2000000,4000000,4000000,6000000
chr10,4000000,6000000,4000000,6000000
chr10,4000000,6000000,6000000,8000000
chr10,6000000,8000000,6000000,8000000
chr10,6000000,8000000,8000000,10000000
chr10,8000000,10000000,8000000,10000000
chr10,8000000,10000000,10000000,12000000
chr10,10000000,12000000,10000000,12000000
chr10,10000000,12000000,12000000,14000000
chr10,12000000,14000000,12000000,14000000
chr10,12000000,14000000,14000000,16000000
chr10,14000000,16000000,14000000,16000000
chr10,14000000,16000000,16000000,18000000
chr10,16000000,18000000,16000000,18000000
chr10,16000000,18000000,18000000,20000000
chr10,18000000,20000000,18000000,20000000
chr10,18000000,20000000,20000000,22000000
chr10,20000000,22000000,20000000,22000000
chr10,20000000,22000000,22000000,24000000
chr10,22000000,24000000,22000000,24000000
chr10,22000000,24000000,24000000,26000000
chr10,24000000,26000000,24000000,26000000
chr10,24000000,26000000,26000000,28000000
chr10,26000000,28000000,26000000,28000000
chr10,26000000,28000000,28000000,30000000
chr10,28000000,30000000,28000000,30000000
chr10,28000000,30000000,30000000,32000000
chr10,30000000,32000000,30000000,32000000
chr10,30000000,32000000,32000000,34000000
chr10,32000000,34000000,32000000,34000000
chr10,32000000,34000000,34000000,36000000
chr10,34000000,36000000,34000000,36000000
chr10,34000000,36000000,36000000,38000000
chr10,36000000,38000000,36000000,38000000
chr10,36000000,38000000,38000000,40000000
chr10,38000000,40000000,38000000,40000000
chr10,38000000,40000000,40000000,42000000
chr10,40000000,42000000,40000000,42000000
chr10,40000000,42000000,42000000,44000000
chr10,42000000,44000000,42000000,44000000
chr10,42000000,44000000,44000000,46000000
chr10,44000000,46000000,44000000,46000000
chr10,44000000,46000000,46000000,48000000
chr10,46000000,48000000,46000000,48000000
chr10,46000000,48000000,48000000,50000000
chr10,48000000,50000000,48000000,50000000
chr10,48000000,50000000,50000000,52000000
chr10,50000000,52000000,50000000,52000000
chr10,50000000,52000000,52000000,54000000
chr10,52000000,54000000,52000000,54000000
chr10,52000000,54000000,54000000,56000000
chr10,54000000,56000000,54000000,56000000
chr10,54000000,56000000,56000000,58000000
chr10,56000000,58000000,56000000,58000000
chr10,56000000,58000000,58000000,60000000
chr10,58000000,60000000,58000000,60000000
chr10,58000000,60000000,60000000,62000000
chr10,60000000,62000000,60000000,62000000
chr10,60000000,62000000,62000000,64000000
chr10,62000000,64000000,62000000,64000000
chr10,62000000,64000000,64000000,66000000
chr10,64000000,66000000,64000000,66000000
chr10,64000000,66000000,66000000,68000000
chr10,66000000,68000000,66000000,68000000
chr10,66000000,68000000,68000000,70000000
chr10,68000000,70000000,68000000,70000000
chr10,68000000,70000000,70000000,72000000
chr10,70000000,72000000,70000000,72000000
chr10,70000000,72000000,72000000,74000000
chr10,72000000,74000000,72000000,74000000
chr10,72000000,74000000,74000000,76000000
chr10,74000000,76000000,74000000,76000000
chr10,74000000,76000000,76000000,78000000
chr10,76000000,78000000,76000000,78000000
chr10,76000000,78000000,78000000,80000000
chr10,78000000,80000000,78000000,80000000
chr10,78000000,80000000,80000000,82000000
chr10,80000000,82000000,80000000,82000000
chr10,80000000,82000000,82000000,84000000
chr10,82000000,84000000,82000000,84000000
chr10,82000000,84000000,84000000,86000000
chr10,84000000,86000000,84000000,86000000
chr10,84000000,86000000,86000000,88000000
chr10,86000000,88000000,86000000,88000000
chr10,86000000,88000000,88000000,90000000
chr10,88000000,90000000,88000000,90000000
chr10,88000000,90000000,90000000,92000000
chr10,90000000,92000000,90000000,92000000
chr10,90000000,92000000,92000000,94000000
chr10,92000000,94000000,92000000,94000000
chr10,92000000,94000000,94000000,96000000
chr10,94000000,96000000,94000000,96000000
chr10,94000000,96000000,96000000,98000000
chr10,96000000,98000000,96000000,98000000
chr10,96000000,98000000,98000000,100000000
chr10,98000000,100000000,98000000,100000000
chr10,98000000,100000000,100000000,102000000
chr10,100000000,102000000,100000000,102000000
chr10,100000000,102000000,102000000,104000000
chr10,102000000,104000000,102000000,104000000
chr10,102000000,104000000,104000000,106000000
chr10,104000000,106000000,104000000,106000000
chr10,104000000,106000000,106000000,108000000
chr10,106000000,108000000,106000000,108000000
chr10,106000000,108000000,108000000,110000000
chr10,108000000,110000000,108000000,110000000
chr10,108000000,110000000,110000000,112000000
chr10,110000000,112000000,110000000,112000000
chr10,110000000,112000000,112000000,114000000
chr10,112000000,114000000,112000000,114000000
chr10,112000000,114000000,114000000,116000000
chr10,114000000,116000000,114000000,116000000
chr10,114000000,116000000,116000000,118000000
chr10,116000000,118000000,116000000,118000000
chr10,116000000,118000000,118000000,120000000
chr10,118000000,120000000,118000000,120000000
chr10,118000000,120000000,120000000,122000000
chr10,120000000,122000000,120000000,122000000
chr10,120000000,122000000,122000000,124000000
chr10,122000000,124000000,122000000,124000000
chr10,122000000,124000000,124000000,126000000
chr10,124000000,126000000,124000000,126000000
chr10,124000000,126000000,126000000,128000000
chr10,126000000,128000000,126000000,128000000
chr10,126000000,128000000,128000000,130000000
chr10,128000000,130000000,128000000,130000000
chr10,128000000,130000000,130000000,132000000
chr10,130000000,132000000,130000000,132000000
chr11,0,2000000,0,2000000
chr11,0,2000000,2000000,4000000
chr11,2000000,4000000,2000000,4000000
chr11,2000000,4000000,4000000,6000000
chr11,4000000,6000000,4000000,6000000
chr11,4000000,6000000,6000000,8000000
chr11,6000000,8000000,6000000,8000000
chr11,6000000,8000000,8000000,10000000
chr11,8000000,10000000,8000000,10000000
chr11,8000000,10000000,10000000,12000000
chr11,10000000,12000000,10000000,12000000
chr11,10000000,12000000,12000000,14000000
chr11,12000000,14000000,12000000,14000000
chr11,12000000,14000000,14000000,16000000
chr11,14000000,16000000,14000000,16000000
chr11,14000000,16000000,16000000,18000000
chr11,16000000,18000000,16000000,18000000
chr11,16000000,18000000,18000000,20000000
chr11,18000000,20000000,18000000,20000000
chr11,18000000,20000000,20000000,22000000
chr11,20000000,22000000,20000000,22000000
chr11,20000000,22000000,22000000,24000000
chr11,22000000,24000000,22000000,24000000
chr11,22000000,24000000,24000000,26000000
chr11,24000000,26000000,24000000,26000000
chr11,24000000,26000000,26000000,28000000
chr11,26000000,28000000,26000000,28000000
chr11,26000000,28000000,28000000,30000000
chr11,28000000,30000000,28000000,30000000
chr11,28000000,30000000,30000000,32000000
chr11,30000000,32000000,30000000,32000000
chr11,30000000,32000000,32000000,34000000
chr11,32000000,34000000,32000000,34000000
chr11,32000000,34000000,34000000,36000000
chr11,34000000,36000000,34000000,36000000
chr11,34000000,36000000,36000000,38000000
chr11,36000000,38000000,36000000,38000000
chr11,36000000,38000000,38000000,40000000
chr11,38000000,40000000,38000000,40000000
chr11,38000000,40000000,40000000,42000000
chr11,40000000,42000000,40000000,42000000
chr11,40000000,42000000,42000000,44000000
chr11,42000000,44000000,42000000,44000000
chr11,42000000,44000000,44000000,46000000
chr11,44000000,46000000,44000000,46000000
chr11,44000000,46000000,46000000,48000000
chr11,46000000,48000000,46000000,48000000
chr11,46000000,48000000,48000000,50000000
chr11,48000000,50000000,48000000,50000000
chr11,48000000,50000000,50000000,52000000
chr11,50000000,52000000,50000000,52000000
chr11,50000000,52000000,52000000,54000000
chr11,52000000,54000000,52000000,54000000
chr11,52000000,54000000,54000000,56000000
chr11,54000000,56000000,54000000,56000000
chr11,54000000,56000000,56000000,58000000
chr11,56000000,58000000,56000000,58000000
chr11,56000000,58000000,58000000,60000000
chr11,58000000,60000000,58000000,60000000
chr11,58000000,60000000,60000000,62000000
chr11,60000000,62000000,60000000,62000000
chr11,60000000,62000000,62000000,64000000
chr11,62000000,64000000,62000000,64000000
chr11,62000000,64000000,64000000,66000000
chr11,64000000,66000000,64000000,66000000
chr11,64000000,66000000,66000000,68000000
chr11,66000000,68000000,66000000,68000000
chr11,66000000,68000000,68000000,70000000
chr11,68000000,70000000,68000000,70000000
chr11,68000000,70000000,70000000,72000000
chr11,70000000,72000000,70000000,72000000
chr11,70000000,72000000,72000000,74000000
chr11,72000000,74000000,72000000,74000000
chr11,72000000,74000000,74000000,76000000
chr11,74000000,76000000,74000000,76000000
chr11,74000000,76000000,76000000,78000000
chr11,76000000,78000000,76000000,78000000
chr11,76000000,78000000,78000000,80000000
chr11,78000000,80000000,78000000,80000000
chr11,78000000,80000000,80000000,82000000
chr11,80000000,82000000,80000000,82000000
chr11,80000000,82000000,82000000,84000000
chr11,82000000,84000000,82000000,84000000
chr11,82000000,84000000,84000000,86000000
chr11,84000000,86000000,84000000,86000000
chr11,84000000,86000000,86000000,88000000
chr11,86000000,88000000,86000000,88000000
chr11,86000000,88000000,88000000,90000000
chr11,88000000,90000000,88000000,90000000
chr11,88000000,90000000,90000000,92000000
chr11,90000000,92000000,90000000,92000000
chr11,90000000,92000000,92000000,94000000
chr11,92000000,94000000,92000000,94000000
chr11,92000000,94000000,94000000,96000000
chr11,94000000,96000000,94000000,96000000
chr11,94000000,96000000,96000000,98000000
chr11,96000000,98000000,96000000,98000000
chr11,96000000,98000000,98000000,100000000
chr11,98000000,100000000,98000000,100000000
chr11,98000000,100000000,100000000,102000000
chr11,100000000,102000000,100000000,102000000
chr11,100000000,102000000,102000000,104000000
chr11,102000000,104000000,102000000,104000000
chr11,102000000,104000000,104000000,106000000
chr11,104000000,106000000,104000000,106000000
chr11,104000000,106000000,106000000,108000000
chr11,106000000,108000000,106000000,108000000
chr11,106000000,108000000,108000000,110000000
chr11,108000000,110000000,108000000,110000000
chr11,108000000,110000000,110000000,112000000
chr11,110000000,112000000,110000000,112000000
chr11,110000000,112000000,112000000,114000000
chr11,112000000,114000000,112000000,114000000
chr11,112000000,114000000,114000000,116000000
chr11,114000000,116000000,114000000,116000000
chr11,114000000,116000000,116000000,118000000
chr11,116000000,118000000,116000000,118000000
chr11,116000000,118000000,118000000,120000000
chr11,118000000,120000000,118000000,120000000
chr11,118000000,120000000,120000000,122000000
chr11,120000000,122000000,120000000,122000000
chr11,120000000,122000000,122000000,124000000
chr11,122000000,124000000,122000000,124000000
chr11,122000000,124000000,124000000,126000000
chr11,124000000,126000000,124000000,126000000
chr11,124000000,126000000,126000000,128000000
chr11,126000000,128000000,126000000,128000000
chr11,126000000,128000000,128000000,130000000
chr11,128000000,130000000,128000000,130000000
chr11,128000000,130000000,130000000,132000000
chr11,130000000,132000000,130000000,132000000
chr11,130000000,132000000,132000000,134000000
chr11,132000000,134000000,132000000,134000000
chr12,0,2000000,0,2000000
chr12,0,2000000,2000000,4000000
chr12,2000000,4000000,2000000,4000000
chr12,2000000,4000000,4000000,6000000
chr12,4000000,6000000,4000000,6000000
chr12,4000000,6000000,6000000,8000000
chr12,6000000,8000000,6000000,8000000
chr12,6000000,8000000,8000000,10000000
chr12,8000000,10000000,8000000,10000000
chr12,8000000,10000000,10000000,12000000
chr12,10000000,12000000,10000000,12000000
chr12,10000000,12000000,12000000,14000000
chr12,12000000,14000000,12000000,14000000
chr12,12000000,14000000,14000000,16000000
chr12,14000000,16000000,14000000,16000000
chr12,14000000,16000000,16000000,18000000
chr12,16000000,18000000,16000000,18000000
chr12,16000000,18000000,18000000,20000000
chr12,18000000,20000000,18000000,20000000
chr12,18000000,20000000,20000000,22000000
chr12,20000000,22000000,20000000,22000000
chr12,20000000,22000000,22000000,24000000
chr12,22000000,24000000,22000000,24000000
chr12,22000000,24000000,24000000,26000000
chr12,24000000,26000000,24000000,26000000
chr12,24000000,26000000,26000000,28000000
chr12,26000000,28000000,26000000,28000000
chr12,26000000,28000000,28000000,30000000
chr12,28000000,30000000,28000000,30000000
chr12,28000000,30000000,30000000,32000000
chr12,30000000,32000000,30000000,32000000
chr12,30000000,32000000,32000000,34000000
chr12,32000000,34000000,32000000,34000000
chr12,32000000,34000000,34000000,36000000
chr12,34000000,36000000,34000000,36000000
chr12,34000000,36000000,36000000,38000000
chr12,36000000,38000000,36000000,38000000
chr12,36000000,38000000,38000000,40000000
chr12,38000000,40000000,38000000,40000000
chr12,38000000,40000000,40000000,42000000
chr12,40000000,42000000,40000000,42000000
chr12,40000000,42000000,42000000,44000000
chr12,42000000,44000000,42000000,44000000
chr12,42000000,44000000,44000000,46000000
chr12,44000000,46000000,44000000,46000000
chr12,44000000,46000000,46000000,48000000
chr12,46000000,48000000,46000000,48000000
chr12,46000000,48000000,48000000,50000000
chr12,48000000,50000000,48000000,50000000
chr12,48000000,50000000,50000000,52000000
chr12,50000000,52000000,50000000,52000000
chr12,50000000,52000000,52000000,54000000
chr12,52000000,54000000,52000000,54000000
chr12,52000000,54000000,54000000,56000000
chr12,54000000,56000000,54000000,56000000
chr12,54000000,56000000,56000000,58000000
chr12,56000000,58000000,56000000,58000000
chr12,56000000,58000000,58000000,60000000
chr12,58000000,60000000,58000000,60000000
chr12,58000000,60000000,60000000,62000000
chr12,60000000,62000000,60000000,62000000
chr12,60000000,62000000,62000000,64000000
chr12,62000000,64000000,62000000,64000000
chr12,62000000,64000000,64000000,66000000
chr12,64000000,66000000,64000000,66000000
chr12,64000000,66000000,66000000,68000000
chr12,66000000,68000000,66000000,68000000
chr12,66000000,68000000,68000000,70000000
chr12,68000000,70000000,68000000,70000000
chr12,68000000,70000000,70000000,72000000
chr12,70000000,72000000,70000000,72000000
chr12,70000000,72000000,72000000,74000000
chr12,72000000,74000000,72000000,74000000
chr12,72000000,74000000,74000000,76000000
chr12,74000000,76000000,74000000,76000000
chr12,74000000,76000000,76000000,78000000
chr12,76000000,78000000,76000000,78000000
chr12,76000000,78000000,78000000,80000000
chr12,78000000,80000000,78000000,80000000
chr12,78000000,80000000,80000000,82000000
chr12,80000000,82000000,80000000,82000000
chr12,80000000,82000000,82000000,84000000
chr12,82000000,84000000,82000000,84000000
chr12,82000000,84000000,84000000,86000000
chr12,84000000,86000000,84000000,86000000
chr12,84000000,86000000,86000000,88000000
chr12,86000000,88000000,86000000,88000000
chr12,86000000,88000000,88000000,90000000
chr12,88000000,90000000,88000000,90000000
chr12,88000000,90000000,90000000,92000000
chr12,90000000,92000000,90000000,92000000
chr12,90000000,92000000,92000000,94000000
chr12,92000000,94000000,92000000,94000000
chr12,92000000,94000000,94000000,96000000
chr12,94000000,96000000,94000000,96000000
chr12,94000000,96000000,96000000,98000000
chr12,96000000,98000000,96000000,98000000
chr12,96000000,98000000,98000000,100000000
chr12,98000000,100000000,98000000,100000000
chr12,98000000,100000000,100000000,102000000
chr12,100000000,102000000,100000000,102000000
chr12,100000000,102000000,102000000,104000000
chr12,102000000,104000000,102000000,104000000
chr12,102000000,104000000,104000000,106000000
chr12,104000000,106000000,104000000,106000000
chr12,104000000,106000000,106000000,108000000
chr12,106000000,108000000,106000000,108000000
chr12,106000000,108000000,108000000,110000000
chr12,108000000,110000000,108000000,110000000
chr12,108000000,110000000,110000000,112000000
chr12,110000000,112000000,110000000,112000000
chr12,110000000,112000000,112000000,114000000
chr12,112000000,114000000,112000000,114000000
chr12,112000000,114000000,114000000,116000000
chr12,114000000,116000000,114000000,116000000
chr12,114000000,116000000,116000000,118000000
chr12,116000000,118000000,116000000,118000000
chr12,116000000,118000000,118000000,120000000
chr12,118000000,120000000,118000000,120000000
chr12,118000000,120000000,120000000,122000000
chr12,120000000,122000000,120000000,122000000
chr12,120000000,122000000,122000000,124000000
chr12,122000000,124000000,122000000,124000000
chr12,122000000,124000000,124000000,126000000
chr12,124000000,126000000,124000000,126000000
chr12,124000000,126000000,126000000,128000000
chr12,126000000,128000000,126000000,128000000
chr12,126000000,128000000,128000000,130000000
chr12,128000000,130000000,128000000,130000000
chr12,128000000,130000000,130000000,132000000
chr12,130000000,132000000,130000000,132000000
chr13,16000000,18000000,16000000,18000000
chr13,16000000,18000000,18000000,20000000
chr13,18000000,20000000,18000000,20000000
chr13,18000000,20000000,20000000,22000000
chr13,20000000,22000000,20000000,22000000
chr13,20000000,22000000,22000000,24000000
chr13,22000000,24000000,22000000,24000000
chr13,22000000,24000000,24000000,26000000
chr13,24000000,26000000,24000000,26000000
chr13,24000000,26000000,26000000,28000000
chr13,26000000,28000000,26000000,28000000
chr13,26000000,28000000,28000000,30000000
chr13,28000000,30000000,28000000,30000000
chr13,28000000,30000000,30000000,32000000
chr13,30000000,32000000,30000000,32000000
chr13,30000000,32000000,32000000,34000000
chr13,32000000,34000000,32000000,34000000
chr13,32000000,34000000,34000000,36000000
chr13,34000000,36000000,34000000,36000000
chr13,34000000,36000000,36000000,38000000
chr13,36000000,38000000,36000000,38000000
chr13,36000000,38000000,38000000,40000000
chr13,38000000,40000000,38000000,40000000
chr13,38000000,40000000,40000000,42000000
chr13,40000000,42000000,40000000,42000000
chr13,40000000,42000000,42000000,44000000
chr13,42000000,44000000,42000000,44000000
chr13,42000000,44000000,44000000,46000000
chr13,44000000,46000000,44000000,46000000
chr13,44000000,46000000,46000000,48000000
chr13,46000000,48000000,46000000,48000000
chr13,46000000,48000000,48000000,50000000
chr13,48000000,50000000,48000000,50000000
chr13,48000000,50000000,50000000,52000000
chr13,50000000,52000000,50000000,52000000
chr13,50000000,52000000,52000000,54000000
chr13,52000000,54000000,52000000,54000000
chr13,52000000,54000000,54000000,56000000
chr13,54000000,56000000,54000000,56000000
chr13,54000000,56000000,56000000,58000000
chr13,56000000,58000000,56000000,58000000
chr13,56000000,58000000,58000000,60000000
chr13,58000000,60000000,58000000,60000000
chr13,58000000,60000000,60000000,62000000
chr13,60000000,62000000,60000000,62000000
chr13,60000000,62000000,62000000,64000000
chr13,62000000,64000000,62000000,64000000
chr13,62000000,64000000,64000000,66000000
chr13,64000000,66000000,64000000,66000000
chr13,64000000,66000000,66000000,68000000
chr13,66000000,68000000,66000000,68000000
chr13,66000000,68000000,68000000,70000000
chr13,68000000,70000000,68000000,70000000
chr13,68000000,70000000,70000000,72000000
chr13,70000000,72000000,70000000,72000000
chr13,70000000,72000000,72000000,74000000
chr13,72000000,74000000,72000000,74000000
chr13,72000000,74000000,74000000,76000000
chr13,74000000,76000000,74000000,76000000
chr13,74000000,76000000,76000000,78000000
chr13,76000000,78000000,76000000,78000000
chr13,76000000,78000000,78000000,80000000
chr13,78000000,80000000,78000000,80000000
chr13,78000000,80000000,80000000,82000000
chr13,80000000,82000000,80000000,82000000
chr13,80000000,82000000,82000000,84000000
chr13,82000000,84000000,82000000,84000000
chr13,82000000,84000000,84000000,86000000
chr13,84000000,86000000,84000000,86000000
chr13,84000000,86000000,86000000,88000000
chr13,86000000,88000000,86000000,88000000
chr13,86000000,88000000,88000000,90000000
chr13,88000000,90000000,88000000,90000000
chr13,88000000,90000000,90000000,92000000
chr13,90000000,92000000,90000000,92000000
chr13,90000000,92000000,92000000,94000000
chr13,92000000,94000000,92000000,94000000
